Column1,Degree Centrality,Closeness Centrality,Betweeness Centrality,Pagerank Centrality
EAST syndrome,0.00113833,0.498421847,0,2.71E-05
Dystrophic epidermolysis bullosa,0.00113833,0.498421847,0,2.71E-05
autosomal recessive axonal hereditary motor and sensory neuropathy,0.00113833,0.498421847,0,2.71E-05
Hypergonadotropic hypogonadism - cataract syndrome,0.00113833,0.498421847,0,2.71E-05
Juvenile or adult CACH syndrome,0.00113833,0.498421847,0,2.71E-05
Autosomal dominant osteopetrosis type 1,0.00113833,0.498421847,0,2.71E-05
"Bullous dystrophy, macular type",0.00113833,0.498421847,0,2.71E-05
MURCS association,0.00113833,0.498421847,0,2.71E-05
Disorder of glycosphingolipid and glycosylphosphatidylinositol anchor glycosylation,0.00113833,0.498421847,0,2.71E-05
Autosomal recessive limb-girdle muscular dystrophy type 2Q,0.00113833,0.498421847,0,2.71E-05
Autosomal dominant childhood-onset proximal spinal muscular atrophy without contractures,0.00113833,0.498421847,0,2.71E-05
Generalized pustular psoriasis,0.00113833,0.498421847,0,2.71E-05
"Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form",0.00113833,0.498421847,0,2.71E-05
Lysosomal acid lipase deficiency,0.00113833,0.498421847,0,2.71E-05
Familial hypercholanemia,0.00113833,0.498421847,0,2.71E-05
Lethal infantile mitochondrial myopathy,0.00113833,0.498421847,0,2.71E-05
Macrocephaly-autism syndrome,0.00113833,0.498421847,0,2.71E-05
Microphthalmia with limb anomalies,0.00113833,0.498421847,0,2.71E-05
Hereditary angioedema type 1,0.00113833,0.498421847,0,2.71E-05
Postaxial acrofacial dysostosis,0.00113833,0.498421847,0,2.71E-05
Familial hypocalciuric hypercalcemia type 2,0.00113833,0.498421847,0,2.71E-05
Congenital pulmonary alveolar proteinosis,0.00113833,0.498421847,0,2.71E-05
Cowden syndrome,0.00113833,0.498421847,0,2.71E-05
Fibular aplasia - complex brachydactyly,0.00113833,0.498421847,0,2.71E-05
PEHO syndrome,0.00113833,0.498421847,0,2.71E-05
Intermediate osteopetrosis,0.00113833,0.498421847,0,2.71E-05
Leukoencephalopathy - ataxia - hypodontia - hypomyelination,0.00113833,0.498421847,0,2.71E-05
Autosomal recessive spastic paraplegia type 43,0.00113833,0.498421847,0,2.71E-05
Genetic posterior fossa malformation,0.00113833,0.498421847,0,2.71E-05
Hypopigmentation-punctate palmoplantar keratoderma syndrome,0.00113833,0.498421847,0,2.71E-05
Gaucher disease - ophthalmoplegia - cardiovascular calcification,0.00113833,0.498421847,0,2.71E-05
Argininosuccinic aciduria,0.00113833,0.498421847,0,2.71E-05
Autosomal dominant proximal spinal muscular atrophy,0.00113833,0.498421847,0,2.71E-05
Apparent mineralocorticoid excess,0.00113833,0.498421847,0,2.71E-05
Cystic fibrosis - gastritis - megaloblastic anemia,0.00113833,0.498421847,0,2.71E-05
Dermo-odonto dysplasia,0.00113833,0.498421847,0,2.71E-05
vitamin D-dependent rickets,0.00113833,0.498421847,0,2.71E-05
MASA syndrome,0.00113833,0.498421847,0,2.71E-05
Familial juvenile hyperuricemic nephropathy type 1,0.00113833,0.498421847,0,2.71E-05
Congenital atransferrinemia,0.00113833,0.498421847,0,2.71E-05
Bernard-Soulier syndrome,0.00113833,0.498421847,0,2.71E-05
Familial advanced sleep-phase syndrome,0.00113833,0.498421847,0,2.71E-05
Autosomal dominant limb-girdle muscular dystrophy type 1B,0.00113833,0.498421847,0,2.71E-05
Microduplication Xp11.22-p11.23 syndrome,0.00113833,0.498421847,0,2.71E-05
Familial gastric cancer,0.00113833,0.498421847,0,2.71E-05
Isolated polycystic liver disease,0.00113833,0.498421847,0,2.71E-05
Qualitative or quantitative defects of beta-sarcoglycan,0.00113833,0.498421847,0,2.71E-05
Spondyloepimetaphyseal dysplasia - hypotrichosis,0.00113833,0.498421847,0,2.71E-05
Noonan syndrome-like disorder with loose anagen hair,0.00113833,0.498421847,0,2.71E-05
"Mitochondrial DNA depletion syndrome, myopathic form",0.00113833,0.498421847,0,2.71E-05
Frontometaphyseal dysplasia,0.00113833,0.498421847,0,2.71E-05
Hereditary gingival fibromatosis,0.00113833,0.498421847,0,2.71E-05
Citrullinemia type I,0.00113833,0.498421847,0,2.71E-05
LOC syndrome,0.00113833,0.498421847,0,2.71E-05
Multiple pterygium syndrome,0.00113833,0.498421847,0,2.71E-05
Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency,0.00113833,0.498421847,0,2.71E-05
"Oculodental syndrome, Rutherfurd type",0.00113833,0.498421847,0,2.71E-05
Cortical dysplasia - focal epilepsy syndrome,0.00113833,0.498421847,0,2.71E-05
Thickened earlobes - conductive deafness,0.00113833,0.498421847,0,2.71E-05
Chordoma,0.00113833,0.498421847,0,2.71E-05
Fumaric aciduria,0.00113833,0.498421847,0,2.71E-05
Feingold syndrome,0.00113833,0.498421847,0,2.71E-05
Hereditary thrombocytopenia with normal platelets,0.00113833,0.498421847,0,2.71E-05
Genetic porokeratosis,0.00113833,0.498421847,0,2.71E-05
Popliteal pterygium syndrome,0.00113833,0.498421847,0,2.71E-05
Non-epidermolytic palmoplantar keratoderma,0.00113833,0.498421847,0,2.71E-05
Neural tube defect,0.00113833,0.498421847,0,2.71E-05
Autosomal recessive cutis laxa type 2B,0.00113833,0.498421847,0,2.71E-05
Autosomal recessive distal osteolysis syndrome,0.00113833,0.498421847,0,2.71E-05
Qualitative or quantitative defects of myofibrillar proteins,0.00113833,0.498421847,0,2.71E-05
Conotruncal heart malformations,0.00113833,0.498421847,0,2.71E-05
Keratinopathic ichthyosis,0.00113833,0.498421847,0,2.71E-05
Atypical Mayer-Rokitansky-Küster-Hauser syndrome,0.00113833,0.498421847,0,2.71E-05
Severe combined immunodeficiency due to LCK deficiency,0.00113833,0.498421847,0,2.71E-05
Non-eruption of teeth - maxillary hypoplasia - genu valgum,0.00113833,0.498421847,0,2.71E-05
Hydrocephalus - costovertebral dysplasia - Sprengel anomaly,0.00113833,0.498421847,0,2.71E-05
Gamma-aminobutyric acid transaminase deficiency,0.00113833,0.498421847,0,2.71E-05
Cardiofaciocutaneous syndrome,0.00113833,0.498421847,0,2.71E-05
Wiedemann-Steiner syndrome,0.00113833,0.498421847,0,2.71E-05
Sanjad-Sakati syndrome,0.00113833,0.498421847,0,2.71E-05
Fatal infantile cytochrome C oxidase deficiency,0.00113833,0.498421847,0,2.71E-05
Constitutional mismatch repair deficiency syndrome,0.00113833,0.498421847,0,2.71E-05
"deafness, congenital heart defects, and posterior embryotoxon",0.00113833,0.498421847,0,2.71E-05
Pachygyria - intellectual disability - epilepsy,0.00113833,0.498421847,0,2.71E-05
Thanatophoric dysplasia type 1,0.00113833,0.498421847,0,2.71E-05
Woolly hair,0.00113833,0.498421847,0,2.71E-05
Familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome,0.00113833,0.498421847,0,2.71E-05
Alpha-N-acetylgalactosaminidase deficiency,0.00113833,0.498421847,0,2.71E-05
Juvenile primary lateral sclerosis,0.00113833,0.498421847,0,2.71E-05
Stickler syndrome type 3,0.00113833,0.498421847,0,2.71E-05
renal pelvis carcinoma,0.001028636,0.498490255,0,2.32E-05
Thrombophlebitis,0.001013221,0.498490255,0,2.47E-05
autoimmune disease of blood,0.000924081,0.498490255,0,2.47E-05
common wart,0.000916719,0.498421847,0,2.59E-05
Abnormality of the nail,0.000916719,0.498421847,0,2.59E-05
diastolic heart failure,0.000916719,0.498421847,0,2.59E-05
cathepsin S measurement,0.000916719,0.498421847,0,2.59E-05
blue nevus,0.000916719,0.498421847,0,2.59E-05
Mycobacterium avium complex disease,0.000916719,0.498421847,0,2.59E-05
non-proliferative diabetic retinopathy,0.000916719,0.498421847,0,2.59E-05
pleurisy,0.000916719,0.498421847,0,2.59E-05
Cecum Neuroendocrine Tumor G1,0.000916719,0.498421847,0,2.59E-05
Pulmonary arterial hypertension associated with another disease,0.000916719,0.498421847,0,2.59E-05
optic nerve neoplasm,0.000916719,0.498421847,0,2.59E-05
reactive cutaneous fibrous lesion,0.000916719,0.498421847,0,2.59E-05
keratoconjunctivitis sicca,0.000916719,0.498421847,0,2.59E-05
Secretory diarrhea,0.000916719,0.498421847,0,2.59E-05
Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome,0.000916719,0.498421847,0,2.59E-05
frontal fibrosing alopecia,0.000916719,0.498421847,0,2.59E-05
uveal cancer,0.000916719,0.498421847,0,2.59E-05
Fibrous Hamartoma of Infancy,0.000916719,0.498421847,0,2.59E-05
infantile epileptic encephalopathy,0.000916719,0.498421847,0,2.59E-05
epidermolysis bullosa,0.000916719,0.498421847,0,2.59E-05
non-alcoholic fatty liver,0.000916719,0.498421847,0,2.59E-05
"Primary Cutaneous Diffuse Large B-Cell Lymphoma, Leg Type",0.000916719,0.498421847,0,2.59E-05
Nasal obstruction,0.000916719,0.498421847,0,2.59E-05
Gallbladder Adenoma,0.000916719,0.498421847,0,2.59E-05
Spinal Cord Astrocytoma,0.000916719,0.498421847,0,2.59E-05
Primary Effusion Lymphoma,0.000916719,0.498421847,0,2.59E-05
desmoplastic small round cell tumor,0.000916719,0.498421847,0,2.59E-05
Cervical Adenosquamous Carcinoma,0.000916719,0.498421847,0,2.59E-05
Primary Peritoneal Serous Adenocarcinoma,0.000916719,0.498421847,0,2.59E-05
lichen disease,0.000916719,0.498421847,0,2.59E-05
Dilatation,0.000916719,0.498421847,0,2.59E-05
Undifferentiated Pancreatic Carcinoma,0.000916719,0.498421847,0,2.59E-05
ampulla of vater neoplasm,0.000916719,0.498421847,0,2.59E-05
Thyroid Gland Oncocytic Follicular Carcinoma,0.000916719,0.498421847,0,2.59E-05
plantar wart,0.000916719,0.498421847,0,2.59E-05
metastasis,0.000916719,0.498421847,0,2.59E-05
De Quervain disease,0.000916719,0.498421847,0,2.59E-05
"endometrial endometrioid adenocarcinoma, variant with squamous differentiation",0.000916719,0.498421847,0,2.59E-05
Lobular Breast Carcinoma In Situ,0.000916719,0.498421847,0,2.59E-05
epilepsia partialis continua,0.000916719,0.498421847,0,2.59E-05
allergic bronchopulmonary aspergillosis,0.000916719,0.498421847,0,2.59E-05
Parotid Gland Squamous Cell Carcinoma,0.000916719,0.498421847,0,2.59E-05
Pancreatic Small Cell Neuroendocrine Carcinoma,0.000916719,0.498421847,0,2.59E-05
Splenic Diffuse Large B-Cell Lymphoma,0.000916719,0.498421847,0,2.59E-05
Kartagener Syndrome,0.000916719,0.498421847,0,2.59E-05
Cytomegalovirus Retinitis,0.000916719,0.498421847,0,2.59E-05
Usual Ductal Breast Hyperplasia,0.000916719,0.498421847,0,2.59E-05
Askin Tumor,0.000916719,0.498421847,0,2.59E-05
cell death,0.000916719,0.498421847,0,2.59E-05
Uterine Inertia,0.000916719,0.498421847,0,2.59E-05
Brain Stem Glioma,0.000916719,0.498421847,0,2.59E-05
response to stress,0.000916719,0.498421847,0,2.59E-05
ST Elevation Myocardial Infarction,0.000916719,0.498421847,0,2.59E-05
proliferative vitreoretinopathy,0.000916719,0.498421847,0,2.59E-05
Olfactory Neuroblastoma,0.000916719,0.498421847,0,2.59E-05
Acute rhabdomyolysis,0.000916719,0.498421847,0,2.59E-05
Reduced insulin like growth factor binding protein acid labile subunit level,0.000916719,0.498421847,0,2.59E-05
Primary Melanocytic Lesion of Meninges,0.000916719,0.498421847,0,2.59E-05
Borderline Ovarian Brenner Tumor,0.000916719,0.498421847,0,2.59E-05
hyperhidrosis,0.000916719,0.498421847,0,2.59E-05
streptococcal infection,0.000916719,0.498421847,0,2.59E-05
Gastric Adenoma,0.000916719,0.498421847,0,2.59E-05
lichen planopilaris,0.000916719,0.498421847,0,2.59E-05
Neurogenic bladder,0.000916719,0.498421847,0,2.59E-05
ductal breast hyperplasia,0.000916719,0.498421847,0,2.59E-05
Spindle Cell Melanoma,0.000916719,0.498421847,0,2.59E-05
Torticollis,0.000916719,0.498421847,0,2.59E-05
Abnormality of bronchi,0.000916719,0.498421847,0,2.59E-05
endoplasmic reticulum aminopeptidase 1 measurement,0.000916719,0.498421847,0,2.59E-05
Hallucinations,0.000916719,0.498421847,0,2.59E-05
Dedifferentiated Solitary Fibrous Tumor,0.000916719,0.498421847,0,2.59E-05
Gastric Mucosa-Associated Lymphoid Tissue Lymphoma,0.000916719,0.498421847,0,2.59E-05
Bronchiolitis,0.000916719,0.498421847,0,2.59E-05
Salivary Gland Large Cell Carcinoma,0.000916719,0.498421847,0,2.59E-05
acanthoma (disease),0.000916719,0.498421847,0,2.59E-05
response to bronchodilator,0.000916719,0.498421847,0,2.59E-05
nodular melanoma,0.000916719,0.498421847,0,2.59E-05
carcinoid syndrome,0.000916719,0.498421847,0,2.59E-05
Sneddon syndrome,0.000916719,0.498421847,0,2.59E-05
thyroid nodule,0.000916719,0.498421847,0,2.59E-05
intracranial hypotension,0.000916719,0.498421847,0,2.59E-05
rickettsiosis,0.000916719,0.498421847,0,2.59E-05
candidiasis,0.000852672,0.498490255,0,2.36E-05
Oculodentodigital dysplasia,0.000842303,0.498421847,0,2.54E-05
CLN6 disease,0.000842303,0.498421847,0,2.54E-05
Hydrocephaly - tall stature - joint laxity,0.000842303,0.498421847,0,2.54E-05
Familial rhabdoid tumor,0.000842303,0.498421847,0,2.54E-05
Microcephaly - cervical spine fusion anomalies,0.000842303,0.498421847,0,2.54E-05
Autosomal recessive centronuclear myopathy,0.000842303,0.498421847,0,2.54E-05
"Metaphyseal chondrodysplasia, Schmid type",0.000842303,0.498421847,0,2.54E-05
Von Willebrand disease type 2M,0.000842303,0.498421847,0,2.54E-05
Qualitative or quantitative defects of sarcoglycan,0.000842303,0.498421847,0,2.54E-05
EEC syndrome,0.000842303,0.498421847,0,2.54E-05
Oculocerebrocutaneous syndrome,0.000842303,0.498421847,0,2.54E-05
Alagille syndrome due to a JAG1 point mutation,0.000842303,0.498421847,0,2.54E-05
Isolated thyrotropin-releasing hormone deficiency,0.000842303,0.498421847,0,2.54E-05
"46,XY gonadal dysgenesis - motor and sensory neuropathy",0.000842303,0.498421847,0,2.54E-05
Familial scaphocephaly syndrome,0.000842303,0.498421847,0,2.54E-05
Primary systemic amyloidosis,0.000842303,0.498421847,0,2.54E-05
OSLAM syndrome,0.000842303,0.498421847,0,2.54E-05
cardiac ventricle disease,0.000842303,0.498421847,0,2.54E-05
Camurati-Engelmann disease,0.000842303,0.498421847,0,2.54E-05
Autosomal recessive limb-girdle muscular dystrophy type 2N,0.000842303,0.498421847,0,2.54E-05
Pulmonary capillary hemangiomatosis,0.000842303,0.498421847,0,2.54E-05
Beta-thalassemia major,0.000842303,0.498421847,0,2.54E-05
T-B+ severe combined immunodeficiency due to CD45 deficiency,0.000842303,0.498421847,0,2.54E-05
Loose anagen syndrome,0.000842303,0.498421847,0,2.54E-05
Hartnup disease,0.000842303,0.498421847,0,2.54E-05
Partial monosomy of the short arm of chromosome 20,0.000842303,0.498421847,0,2.54E-05
Autosomal dominant intermediate Charcot-Marie-Tooth disease type A,0.000842303,0.498421847,0,2.54E-05
Isolated NADH-CoQ reductase deficiency,0.000842303,0.498421847,0,2.54E-05
CLAPO syndrome,0.000842303,0.498421847,0,2.54E-05
Chondrodysplasia - disorder of sex development,0.000842303,0.498421847,0,2.54E-05
Transient familial neonatal hyperbilirubinemia,0.000842303,0.498421847,0,2.54E-05
Maternally-inherited Leigh syndrome,0.000842303,0.498421847,0,2.54E-05
Fatal mitochondrial disease due to combined oxidative phosphorylation deficiency 3,0.000842303,0.498421847,0,2.54E-05
Desbuquois syndrome,0.000842303,0.498421847,0,2.54E-05
adenoma of small intestine,0.000842303,0.498421847,0,2.54E-05
"Familial scaphocephaly syndrome, McGillivray type",0.000842303,0.498421847,0,2.54E-05
Hermansky-Pudlak syndrome without pulmonary fibrosis,0.000842303,0.498421847,0,2.54E-05
Temtamy syndrome,0.000842303,0.498421847,0,2.54E-05
PTEN hamartoma tumor syndrome,0.000842303,0.498421847,0,2.54E-05
Bile acid synthesis defect with cholestasis and malabsorption,0.000842303,0.498421847,0,2.54E-05
Progressive cone dystrophy,0.000842303,0.498421847,0,2.54E-05
"Ehlers-Danlos syndrome, musculocontractural type",0.000842303,0.498421847,0,2.54E-05
IRIDA syndrome,0.000842303,0.498421847,0,2.54E-05
lung PEComa,0.000842303,0.498421847,0,2.54E-05
choroid plexus neoplasm,0.000842303,0.498421847,0,2.54E-05
UV-sensitive syndrome,0.000842303,0.498421847,0,2.54E-05
Autosomal recessive limb-girdle muscular dystrophy type 2A,0.000842303,0.498421847,0,2.54E-05
"muscular dystrophy, limb-girdle, autosomal dominant 4",0.000842303,0.498421847,0,2.54E-05
Chuvash erythrocytosis,0.000842303,0.498421847,0,2.54E-05
Arrhythmogenic right ventricular dysplasia,0.000842303,0.498421847,0,2.54E-05
Endomyocardial fibroelastosis,0.000842303,0.498421847,0,2.54E-05
Combined oxidative phosphorylation defect type 7,0.000842303,0.498421847,0,2.54E-05
Lower motor neuron syndrome with late-adult onset,0.000842303,0.498421847,0,2.54E-05
Autosomal dominant Charcot-Marie-Tooth disease type 2O,0.000842303,0.498421847,0,2.54E-05
Hyperphosphatasia-intellectual disability syndrome,0.000842303,0.498421847,0,2.54E-05
Dubin-Johnson syndrome,0.000842303,0.498421847,0,2.54E-05
Partial chromosome Y deletion,0.000842303,0.498421847,0,2.54E-05
Leukoencephalopathy with brain stem and spinal cord involvement - high lactate,0.000842303,0.498421847,0,2.54E-05
GAPO syndrome,0.000842303,0.498421847,0,2.54E-05
Van den Ende-Gupta syndrome,0.000842303,0.498421847,0,2.54E-05
"46,XX ovotesticular disorder of sex development",0.000842303,0.498421847,0,2.54E-05
Osteopetrosis with renal tubular acidosis,0.000842303,0.498421847,0,2.54E-05
Genetic erythrokeratoderma,0.000842303,0.498421847,0,2.54E-05
Craniotelencephalic dysplasia,0.000842303,0.498421847,0,2.54E-05
Glaucoma - ectopia - microspherophakia - stiff joints - short stature,0.000842303,0.498421847,0,2.54E-05
Semantic dementia,0.000842303,0.498421847,0,2.54E-05
Campomelic dysplasia,0.000842303,0.498421847,0,2.54E-05
Epidermolysis bullosa simplex with pyloric atresia,0.000842303,0.498421847,0,2.54E-05
CARASIL,0.000842303,0.498421847,0,2.54E-05
Qualitative or quantitative defects of plectin,0.000842303,0.498421847,0,2.54E-05
Cerebellar ataxia - hypogonadism,0.000842303,0.498421847,0,2.54E-05
Joubert syndrome with hepatic defect,0.000842303,0.498421847,0,2.54E-05
Perrault syndrome,0.000842303,0.498421847,0,2.54E-05
Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins,0.000842303,0.498421847,0,2.54E-05
Idiopathic pulmonary arterial hypertension,0.000842303,0.498421847,0,2.54E-05
Multiple endocrine neoplasia type 2B,0.000842303,0.498421847,0,2.54E-05
Hypoglossia/aglossia,0.000842303,0.498421847,0,2.54E-05
Lacrimoauriculodentodigital syndrome,0.000842303,0.498421847,0,2.54E-05
T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency,0.000842303,0.498421847,0,2.54E-05
Atypical hypotonia - cystinuria syndrome,0.000842303,0.498421847,0,2.54E-05
Qualitative or quantitative defects of alphaB-cristallin,0.000842303,0.498421847,0,2.54E-05
Facioscapulohumeral dystrophy,0.000842303,0.498421847,0,2.54E-05
Hypodontia - dysplasia of nails,0.000842303,0.498421847,0,2.54E-05
Autosomal dominant rhegmatogenous retinal detachment,0.000842303,0.498421847,0,2.54E-05
Cohen syndrome,0.000842303,0.498421847,0,2.54E-05
Autosomal dominant intermediate Charcot-Marie-Tooth disease type D,0.000842303,0.498421847,0,2.54E-05
combined oxidative phosphorylation deficiency 36,0.000842303,0.498421847,0,2.54E-05
Lethal occipital encephalocele-skeletal dysplasia syndrome,0.000842303,0.498421847,0,2.54E-05
Autosomal recessive limb-girdle muscular dystrophy type 2M,0.000842303,0.498421847,0,2.54E-05
benign epithelial skin neoplasm,0.000842303,0.498421847,0,2.54E-05
Usher syndrome type 1,0.000842303,0.498421847,0,2.54E-05
Congenital enteropathy involving intestinal mucosa development,0.000842303,0.498421847,0,2.54E-05
"Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria",0.000842303,0.498421847,0,2.54E-05
Wrinkly skin syndrome,0.000842303,0.498421847,0,2.54E-05
"Free sialic acid storage disease, infantile form",0.000842303,0.498421847,0,2.54E-05
Autosomal dominant slowed nerve conduction velocity,0.000842303,0.498421847,0,2.54E-05
Dyschondrosteosis - nephritis,0.000842303,0.498421847,0,2.54E-05
Episodic ataxia type 5,0.000842303,0.498421847,0,2.54E-05
Cortical blindness - intellectual disability - polydactyly,0.000842303,0.498421847,0,2.54E-05
"Cardiocranial syndrome, Pfeiffer type",0.000842303,0.498421847,0,2.54E-05
Acral peeling skin syndrome,0.000842303,0.498421847,0,2.54E-05
"Adducted thumbs - arthrogryposis, Christian type",0.000842303,0.498421847,0,2.54E-05
Brain-lung-thyroid syndrome,0.000842303,0.498421847,0,2.54E-05
Sandhoff disease,0.000758797,0.498421847,0,2.50E-05
thrombophilia,0.000705654,0.498490255,0,2.32E-05
"cardiac valvular defect, developmental",0.000697911,0.498421847,0,2.46E-05
hereditary gastric cancer,0.000697911,0.498421847,0,2.46E-05
amelanotic melanoma,0.000697911,0.498421847,0,2.46E-05
Protein-losing enteropathy,0.000697911,0.498421847,0,2.46E-05
hydrops fetalis (disease),0.000697911,0.498421847,0,2.46E-05
spinal cord glioma,0.000697911,0.498421847,0,2.46E-05
precursor T-lymphoblastic lymphoma/leukemia,0.000697911,0.498421847,0,2.46E-05
pituitary hormone deficiency from tumoral origin,0.000697911,0.498421847,0,2.46E-05
spinal cord cancer,0.000697911,0.498421847,0,2.46E-05
thrombotic disorder due to a platelet anomaly,0.000697911,0.498421847,0,2.46E-05
Lipoatrophy,0.000697911,0.498421847,0,2.46E-05
cerebral cavernous malformation,0.000697911,0.498421847,0,2.46E-05
lumbar disc herniation,0.000697911,0.498421847,0,2.46E-05
tonsil squamous cell carcinoma,0.000697911,0.498421847,0,2.46E-05
appendix carcinoma,0.000697911,0.498421847,0,2.46E-05
Hepatic cysts,0.000697911,0.498421847,0,2.46E-05
hypokalemia,0.000697911,0.498421847,0,2.46E-05
Abnormality of the dentition,0.000697911,0.498421847,0,2.46E-05
focal dystonia,0.000697911,0.498421847,0,2.46E-05
mixed neuronal-glial tumor,0.000697911,0.498421847,0,2.46E-05
lower limb pain,0.000697911,0.498421847,0,2.46E-05
primary peritoneal carcinoma (disease),0.000697911,0.498421847,0,2.46E-05
portal vein thrombosis,0.000697911,0.498421847,0,2.46E-05
Charcot-Marie-Tooth disease type 1D,0.000697911,0.498421847,0,2.46E-05
appendix cancer,0.000697911,0.498421847,0,2.46E-05
Non-syndromic intestinal malformation,0.000697911,0.498421847,0,2.46E-05
hemorrhagic disorder due to an acquired platelet anomaly,0.000697911,0.498421847,0,2.46E-05
Tenosynovial Giant Cell Tumor,0.000697911,0.498421847,0,2.46E-05
pharyngitis,0.000697911,0.498421847,0,2.46E-05
ampulla of vater cancer,0.000697911,0.498421847,0,2.46E-05
indolent primary cutaneous T-cell lymphoma,0.000697911,0.498421847,0,2.46E-05
Tricuspid regurgitation,0.000697911,0.498421847,0,2.46E-05
Stereotypy,0.000697911,0.498421847,0,2.46E-05
classic Hodgkin lymphoma,0.000697911,0.498421847,0,2.46E-05
prostate neuroendocrine neoplasm,0.000697911,0.498421847,0,2.46E-05
peripheral primitive neuroectodermal tumor,0.000697911,0.498421847,0,2.46E-05
fallopian tube neoplasm,0.000697911,0.498421847,0,2.46E-05
cerebral malformation due to abnormal neuronal migration,0.000697911,0.498421847,0,2.46E-05
Intervertebral Disc Displacement,0.000697911,0.498421847,0,2.46E-05
scapuloperoneal myopathy,0.000697911,0.498421847,0,2.46E-05
Joint hypermobility,0.000697911,0.498421847,0,2.46E-05
keratoacanthoma,0.000697911,0.498421847,0,2.46E-05
response to statin,0.000697911,0.498421847,0,2.46E-05
oral ulcer,0.000697911,0.498421847,0,2.46E-05
cardiovascular cancer,0.000697911,0.498421847,0,2.46E-05
pulmonary edema,0.000697911,0.498421847,0,2.46E-05
POEMS syndrome,0.000697911,0.498421847,0,2.46E-05
ventricular septal defect (disease),0.000697911,0.498421847,0,2.46E-05
hereditary nonpolyposis colon cancer,0.000697911,0.498421847,0,2.46E-05
melancholia,0.000697911,0.498421847,0,2.46E-05
factor X deficiency,0.000697911,0.498421847,0,2.46E-05
Myelofibrosis,0.000697911,0.498421847,0,2.46E-05
Oromandibular-limb anomalies syndrome,0.000697911,0.498421847,0,2.46E-05
dysentery,0.000697911,0.498421847,0,2.46E-05
ureter urothelial carcinoma,0.000697911,0.498421847,0,2.46E-05
Rhabdoid Meningioma,0.000697911,0.498421847,0,2.46E-05
Birt-Hogg-Dubé syndrome,0.000697911,0.498421847,0,2.46E-05
brainstem cancer,0.000697911,0.498421847,0,2.46E-05
Heart murmur,0.000697911,0.498421847,0,2.46E-05
cataract 16 multiple types,0.000697911,0.498421847,0,2.46E-05
anencephaly,0.000697911,0.498421847,0,2.46E-05
agranulocytosis,0.000697911,0.498421847,0,2.46E-05
Ornithine transcarbamylase deficiency,0.000613749,0.498421847,0,2.41E-05
Ventricular extrasystoles with syncopal episodes - perodactyly - Robin sequence,0.000613749,0.498421847,0,2.41E-05
Combined oxidative phosphorylation defect type 17,0.000613749,0.498421847,0,2.41E-05
Mucopolysaccharidosis type 4,0.000613749,0.498421847,0,2.41E-05
CANDLE syndrome,0.000613749,0.498421847,0,2.41E-05
Deafness - enamel hypoplasia - nail defects,0.000613749,0.498421847,0,2.41E-05
Congenital sucrase-isomaltase deficiency,0.000613749,0.498421847,0,2.41E-05
Punctate palmoplantar keratoderma,0.000613749,0.498421847,0,2.41E-05
Spinocerebellar ataxia type 32,0.000613749,0.498421847,0,2.41E-05
Meckel syndrome,0.000613749,0.498421847,0,2.41E-05
WHIM syndrome,0.000613749,0.498421847,0,2.41E-05
Congenital myopathy with internal nuclei and atypical cores,0.000613749,0.498421847,0,2.41E-05
Aicardi syndrome,0.000613749,0.498421847,0,2.41E-05
Familial primary hypomagnesemia with normocalciuria and normocalcemia,0.000613749,0.498421847,0,2.41E-05
Aromatic L-amino acid decarboxylase deficiency,0.000613749,0.498421847,0,2.41E-05
Constitutional megaloblastic anemia with severe neurologic disease,0.000613749,0.498421847,0,2.41E-05
X-linked dystonia-parkinsonism,0.000613749,0.498421847,0,2.41E-05
Short ulna - dysmorphism - hypotonia - intellectual disability,0.000613749,0.498421847,0,2.41E-05
CLN13 disease,0.000613749,0.498421847,0,2.41E-05
Cerebro-facio-articular syndrome,0.000613749,0.498421847,0,2.41E-05
Autosomal dominant limb-girdle muscular dystrophy type 1D,0.000613749,0.498421847,0,2.41E-05
Autosomal recessive limb-girdle muscular dystrophy due to desmin deficiency,0.000613749,0.498421847,0,2.41E-05
Potocki-Shaffer syndrome,0.000613749,0.498421847,0,2.41E-05
Autosomal recessive lymphoproliferative disease,0.000613749,0.498421847,0,2.41E-05
Annular epidermolytic ichthyosis,0.000613749,0.498421847,0,2.41E-05
ALG13-CDG,0.000613749,0.498421847,0,2.41E-05
Autosomal recessive severe congenital neutropenia due to G6PC3 deficiency,0.000613749,0.498421847,0,2.41E-05
Hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome,0.000613749,0.498421847,0,2.41E-05
Obesity due to congenital leptin deficiency,0.000613749,0.498421847,0,2.41E-05
Isolated focal cortical dysplasia type IIa,0.000613749,0.498421847,0,2.41E-05
Holt-Oram syndrome,0.000613749,0.498421847,0,2.41E-05
Niemann-Pick disease type C,0.000613749,0.498421847,0,2.41E-05
